DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2021-07-27,EQ,424.15,433.25,424.0,423.3,429.2,429.95,430.0,441.95,175.5,24119619,10371485124.4,199224,SBIN
2021-07-26,EQ,427.8,427.8,422.3,428.9,422.85,423.3,424.32,441.95,175.5,14037519,5956374245.2,153835,SBIN
2021-07-23,EQ,422.9,429.95,419.5,422.05,428.5,428.9,424.32,441.95,175.5,17704661,7512471248.4,158647,SBIN
2021-07-22,EQ,425.55,426.7,420.9,420.9,422.25,422.05,424.24,441.95,175.5,11799761,5005987056.25,145497,SBIN
2021-07-20,EQ,427.0,427.0,418.9,427.9,421.0,420.9,422.47,441.95,175.5,14623321,6177886387.65,175334,SBIN
2021-07-19,EQ,423.4,429.45,418.85,430.0,428.5,427.9,426.05,441.95,175.5,14426686,6146559784.55,142972,SBIN
2021-07-16,EQ,432.0,432.5,427.45,431.7,430.6,430.0,429.67,441.95,175.5,8713863,3744068936.8,86998,SBIN
2021-07-15,EQ,432.7,432.95,429.65,431.05,431.65,431.7,431.53,441.95,175.5,11030732,4760106624.2,126999,SBIN
2021-07-14,EQ,429.0,432.3,426.4,429.1,431.2,431.05,429.74,441.95,175.5,12767351,5486702600.0,157944,SBIN
2021-07-13,EQ,430.0,431.8,428.3,427.45,428.85,429.1,429.95,441.95,175.5,12831125,5516710771.2,116776,SBIN
2021-07-12,EQ,426.5,430.25,424.6,423.75,427.6,427.45,427.88,441.95,175.5,12886781,5513982122.6,130234,SBIN
2021-07-09,EQ,425.0,427.5,421.05,424.45,423.8,423.75,423.87,441.95,175.5,16844494,7139880273.85,158445,SBIN
2021-07-08,EQ,432.8,435.4,422.1,432.85,424.5,424.45,429.03,441.95,175.5,21433043,9195494003.05,215558,SBIN
2021-07-07,EQ,429.35,434.0,427.55,429.75,433.0,432.85,431.0,441.95,175.5,14473774,6238135697.6,130765,SBIN
2021-07-06,EQ,431.7,436.5,428.2,432.65,429.3,429.75,433.45,441.95,175.5,20195278,8753557667.2,209939,SBIN
2021-07-05,EQ,426.5,434.5,424.25,424.4,433.7,432.65,428.55,441.95,175.5,16483761,7064127126.6,153743,SBIN
2021-07-02,EQ,420.3,425.4,419.0,420.4,424.8,424.4,422.72,441.95,175.5,16423811,6942676155.6,150826,SBIN
2021-07-01,EQ,420.3,423.7,417.15,419.2,421.2,420.4,420.97,441.95,175.5,16161469,6803546370.85,146987,SBIN
2021-06-30,EQ,423.0,424.9,418.3,421.5,419.0,419.2,422.01,441.95,175.5,18337773,7738632818.95,166062,SBIN
2021-06-29,EQ,427.5,428.95,420.55,426.75,421.4,421.5,423.98,441.95,175.5,22275961,9444511274.1,199410,SBIN
2021-06-28,EQ,430.7,433.15,424.55,428.8,426.45,426.75,427.91,441.95,175.5,29370660,12568132007.65,226087,SBIN
2021-06-25,EQ,421.0,431.0,419.05,417.2,428.65,428.8,426.03,441.95,175.5,29886797,12732649206.1,237815,SBIN
2021-06-24,EQ,420.35,422.75,416.3,418.85,418.25,417.2,419.42,441.95,175.5,19214547,8058956891.25,171615,SBIN
2021-06-23,EQ,421.1,424.75,415.0,418.65,418.8,418.85,420.54,441.95,175.5,27564829,11592034058.25,219929,SBIN
2021-06-22,EQ,423.0,425.45,417.3,419.75,418.25,418.65,422.18,441.95,175.5,28442965,12008122743.65,238271,SBIN
2021-06-21,EQ,406.35,421.0,400.5,412.9,419.1,419.75,411.51,441.95,175.5,33128978,13632973916.95,300583,SBIN
2021-06-18,EQ,423.9,423.9,402.65,420.25,414.5,412.9,410.77,441.95,169.25,45748727,18792431090.9,482106,SBIN
2021-06-17,EQ,421.0,425.95,416.6,425.95,419.7,420.25,421.98,441.95,169.25,23048331,9726010019.75,218316,SBIN
2021-06-16,EQ,428.0,432.75,425.0,429.5,425.6,425.95,428.25,441.95,169.25,19701175,8436971969.0,167477,SBIN
2021-06-15,EQ,429.2,432.8,428.0,430.35,429.2,429.5,430.4,441.95,169.25,16413658,7064487784.3,162940,SBIN
2021-06-14,EQ,427.0,432.45,416.7,429.6,430.0,430.35,424.94,441.95,169.25,30106015,12793122958.95,279081,SBIN
2021-06-11,EQ,434.85,435.5,425.25,432.25,429.4,429.6,430.04,441.95,169.25,26831924,11538698028.75,211915,SBIN
2021-06-10,EQ,424.9,433.3,422.4,421.45,432.4,432.25,428.67,441.95,169.25,27397712,11744708248.1,211924,SBIN
2021-06-09,EQ,427.5,432.3,418.2,427.2,421.95,421.45,426.58,441.95,169.25,27784834,11852490465.3,241080,SBIN
2021-06-08,EQ,432.25,432.5,424.0,432.25,427.4,427.2,427.47,441.95,169.25,31113823,13300300385.2,247824,SBIN
2021-06-07,EQ,435.1,437.4,430.8,433.6,431.3,432.25,434.78,441.95,169.25,20201197,8783035451.0,174837,SBIN
2021-06-04,EQ,437.5,441.9,431.75,439.65,434.3,433.6,436.25,441.95,163.35,36898769,16097084118.25,331404,SBIN
2021-06-03,EQ,437.0,441.95,433.5,437.25,439.05,439.65,437.3,441.95,163.35,38909199,17015052405.35,281959,SBIN
2021-06-02,EQ,430.8,437.95,429.15,432.55,437.2,437.25,434.97,437.95,163.35,38657806,16814912362.0,307884,SBIN
2021-06-01,EQ,426.05,435.35,425.6,424.35,432.55,432.55,430.82,435.35,163.35,59299647,25547200109.15,442654,SBIN
2021-05-31,EQ,421.0,426.0,418.0,422.05,424.5,424.35,422.9,433.65,163.35,38291043,16193457741.0,275082,SBIN
2021-05-28,EQ,430.5,433.65,420.05,425.2,422.0,422.05,426.46,433.65,150.2,65137568,27778684365.6,423239,SBIN
2021-05-27,EQ,413.7,429.1,412.0,413.55,426.8,425.2,419.8,429.1,150.2,73392997,30810699445.45,442431,SBIN
2021-05-26,EQ,413.8,418.75,410.8,412.35,412.0,413.55,415.44,427.7,150.2,52357719,21751281756.7,339506,SBIN
2021-05-25,EQ,415.1,415.5,408.5,412.05,414.1,412.35,411.05,427.7,150.2,56048127,23038372268.75,348160,SBIN
2021-05-24,EQ,417.0,419.2,405.3,401.2,411.0,412.05,411.75,427.7,150.2,142964052,58865553601.7,846514,SBIN
2021-05-21,EQ,390.0,404.4,378.0,384.55,404.0,401.2,393.52,427.7,149.45,192810772,75874786468.4,1121959,SBIN
2021-05-20,EQ,387.0,387.8,382.0,384.4,386.8,384.55,384.42,427.7,149.45,42898608,16491290794.0,331759,SBIN
2021-05-19,EQ,382.0,389.5,381.2,382.25,384.4,384.4,385.63,427.7,149.45,48189573,18583464470.15,346200,SBIN
2021-05-18,EQ,390.0,392.55,380.05,383.1,382.95,382.25,385.07,427.7,149.45,70917710,27308236301.95,483711,SBIN
2021-05-17,EQ,364.4,385.2,363.65,360.45,384.45,383.1,376.9,427.7,149.45,106555796,40161188120.65,654529,SBIN
2021-05-14,EQ,370.0,372.5,359.55,367.7,360.6,360.45,365.59,427.7,149.45,51722170,18909331521.3,358985,SBIN
2021-05-12,EQ,362.8,373.5,361.9,364.65,367.75,367.7,368.18,427.7,149.45,53436590,19674521565.3,320184,SBIN
2021-05-11,EQ,356.85,366.4,354.75,361.7,364.1,364.65,362.8,427.7,149.45,41892770,15198570076.45,229841,SBIN
2021-05-10,EQ,360.5,367.0,358.8,358.25,362.3,361.7,362.87,427.7,149.45,41739324,15146084237.05,260322,SBIN
2021-05-07,EQ,357.5,362.0,353.0,355.55,358.0,358.25,357.21,427.7,149.45,38357618,13701812427.15,224225,SBIN
2021-05-06,EQ,358.0,359.35,350.55,355.4,355.85,355.55,354.51,427.7,149.45,36294427,12866726597.1,217872,SBIN
2021-05-05,EQ,356.5,357.45,348.0,351.5,356.45,355.4,354.45,427.7,149.45,40872501,14487350216.5,244000,SBIN
2021-05-04,EQ,355.0,362.9,350.2,350.6,351.1,351.5,357.53,427.7,149.45,57749307,20647019838.0,342742,SBIN
2021-05-03,EQ,349.6,352.5,341.4,353.5,351.45,350.6,347.45,427.7,149.45,43691860,15180552160.8,313847,SBIN
2021-04-30,EQ,353.45,362.5,350.45,359.4,352.3,353.5,357.11,427.7,149.45,53832840,19224079313.3,296959,SBIN
2021-04-29,EQ,365.0,369.95,355.5,363.4,357.45,359.4,361.26,427.7,149.45,63692926,23009457094.75,348461,SBIN
2021-04-28,EQ,357.0,364.3,356.05,353.05,362.9,363.4,361.63,427.7,149.45,56696255,20503130461.7,337002,SBIN
2021-04-27,EQ,344.0,354.95,342.4,344.3,354.2,353.05,349.42,427.7,149.45,46003023,16074590033.8,293357,SBIN
2021-04-26,EQ,339.25,347.45,339.25,336.45,344.8,344.3,345.26,427.7,149.45,49234985,16998735563.0,306217,SBIN
2021-04-23,EQ,331.65,339.9,331.65,336.65,335.4,336.45,336.47,427.7,149.45,44223940,14879885720.1,272666,SBIN
2021-04-22,EQ,326.0,337.65,323.3,329.5,336.25,336.65,332.72,427.7,149.45,49105833,16338311319.5,279445,SBIN
2021-04-20,EQ,335.1,339.9,326.7,331.15,329.4,329.5,333.65,427.7,149.45,41296147,13778454560.4,248595,SBIN
2021-04-19,EQ,327.15,332.05,321.3,339.9,330.45,331.15,326.36,427.7,149.45,53304377,17396345606.0,396759,SBIN
2021-04-16,EQ,343.0,345.5,338.65,342.7,339.55,339.9,342.01,427.7,149.45,37766793,12916560525.3,237384,SBIN
2021-04-15,EQ,342.1,347.55,336.1,341.0,342.55,342.7,341.7,427.7,149.45,52992349,18107434663.3,325566,SBIN
2021-04-13,EQ,332.0,342.25,330.5,328.85,341.25,341.0,336.4,427.7,149.45,49773360,16743865802.6,319183,SBIN
2021-04-12,EQ,344.0,344.0,322.55,353.0,330.7,328.85,329.89,427.7,149.45,75501713,24907319137.55,579319,SBIN
2021-04-09,EQ,354.4,364.5,351.2,355.6,352.95,353.0,357.3,427.7,149.45,46473100,16604696682.2,303846,SBIN
2021-04-08,EQ,361.0,363.3,354.3,358.55,355.95,355.6,358.65,427.7,149.45,33370259,11968110091.25,221845,SBIN
2021-04-07,EQ,351.25,363.2,347.6,350.55,358.2,358.55,358.22,427.7,149.45,48023602,17203160038.9,323113,SBIN
2021-04-06,EQ,355.7,357.0,349.3,353.55,350.95,350.55,353.1,427.7,149.45,44147709,15588499051.85,273760,SBIN
2021-04-05,EQ,367.5,369.2,349.05,370.65,354.0,353.55,355.21,427.7,149.45,51743981,18379797141.1,382160,SBIN
2021-04-01,EQ,367.7,371.9,363.1,364.3,370.95,370.65,367.07,427.7,149.45,31883453,11703603342.1,201211,SBIN
2021-03-31,EQ,360.3,367.85,357.95,360.8,364.5,364.3,363.98,427.7,149.45,38651025,14068275303.3,298129,SBIN
2021-03-30,EQ,360.1,364.3,356.3,357.2,360.5,360.8,360.57,427.7,149.45,39407496,14209235599.6,340842,SBIN
2021-03-26,EQ,360.0,362.0,354.55,355.2,358.5,357.2,358.14,427.7,149.45,40718848,14583200892.3,407233,SBIN
2021-03-25,EQ,360.0,360.85,345.2,359.85,356.3,355.2,353.03,427.7,149.45,57495003,20297200346.2,438853,SBIN
2021-03-24,EQ,368.5,369.05,358.65,372.7,360.1,359.85,363.63,427.7,149.45,42318999,15388574651.55,385721,SBIN
2021-03-23,EQ,368.7,377.95,367.05,367.0,372.3,372.7,372.08,427.7,149.45,41032380,15267204770.7,304725,SBIN
2021-03-22,EQ,372.0,372.8,363.5,371.15,367.6,367.0,367.73,427.7,149.45,28461974,10466193186.85,242100,SBIN
2021-03-19,EQ,363.95,372.9,357.25,367.1,372.4,371.15,366.26,427.7,149.45,60309145,22088637777.6,400389,SBIN
2021-03-18,EQ,371.5,375.0,361.1,368.15,368.2,367.1,368.98,427.7,149.45,39405038,14539539833.05,285769,SBIN
2021-03-17,EQ,378.2,379.65,366.05,378.55,366.9,368.15,373.37,427.7,149.45,33143064,12374760126.65,298083,SBIN
2021-03-16,EQ,385.6,387.85,376.1,383.9,378.9,378.55,380.21,427.7,149.45,38196452,14522681456.3,300656,SBIN
2021-03-15,EQ,382.5,386.0,369.35,381.1,385.6,383.9,375.54,427.7,149.45,42722976,16044328007.4,414882,SBIN
2021-03-12,EQ,391.7,393.2,377.5,387.7,381.1,381.1,385.33,427.7,149.45,35336355,13616221812.0,296998,SBIN
2021-03-10,EQ,391.1,393.0,385.7,387.6,388.2,387.7,388.21,427.7,149.45,22677399,8803497252.15,187380,SBIN
2021-03-09,EQ,393.45,394.9,382.25,389.6,387.9,387.6,389.13,427.7,149.45,28054083,10916775125.45,220873,SBIN
2021-03-08,EQ,388.45,393.4,386.05,383.65,390.1,389.6,389.52,427.7,149.45,39147858,15248977633.6,297783,SBIN
2021-03-05,EQ,395.0,395.0,378.1,395.65,385.35,383.65,384.66,427.7,149.45,72179228,27764314247.65,599426,SBIN
2021-03-04,EQ,398.7,403.5,394.45,405.05,396.8,395.65,399.48,427.7,149.45,43603653,17418974266.05,285942,SBIN
2021-03-03,EQ,396.5,408.9,396.0,394.2,404.7,405.05,404.09,427.7,149.45,46268223,18696486626.1,326940,SBIN
2021-03-02,EQ,395.0,399.55,390.55,394.95,394.8,394.2,394.42,427.7,149.45,30534337,12043348694.15,249193,SBIN
2021-03-01,EQ,395.1,397.7,391.0,390.15,395.2,394.95,394.72,427.7,149.45,29677890,11714476577.25,245987,SBIN
2021-02-26,EQ,399.5,401.0,387.0,407.25,391.25,390.15,393.88,427.7,149.45,64450414,25385862094.55,536209,SBIN
2021-02-25,EQ,411.0,414.9,406.55,406.25,407.4,407.25,410.68,427.7,149.45,46988836,19297289930.9,355281,SBIN
2021-02-24,EQ,397.0,410.5,395.2,395.6,407.7,406.25,404.08,427.7,149.45,39632090,16014688399.65,340087,SBIN
2021-02-23,EQ,392.0,399.7,389.0,389.5,395.6,395.6,395.45,427.7,149.45,45462768,17978202667.4,342766,SBIN
2021-02-22,EQ,400.6,401.0,385.65,399.55,387.95,389.5,392.32,427.7,149.45,52535049,20610338694.55,443311,SBIN
2021-02-19,EQ,415.0,415.0,395.0,415.2,400.6,399.55,405.06,427.7,149.45,66155518,26797082795.65,479710,SBIN
2021-02-18,EQ,425.05,427.7,413.7,411.75,415.25,415.2,419.02,427.7,149.45,67154539,28138820418.0,583049,SBIN
2021-02-17,EQ,403.0,414.85,400.15,402.35,413.4,411.75,410.54,415.75,149.45,74161370,30446129688.4,499222,SBIN
2021-02-16,EQ,412.0,415.75,400.3,406.95,402.9,402.35,407.39,415.75,149.45,80365431,32739856842.5,574557,SBIN
2021-02-15,EQ,397.5,409.45,395.7,393.15,409.0,406.95,403.08,409.45,149.45,56608937,22817866647.7,439746,SBIN
2021-02-12,EQ,391.0,399.35,385.55,390.15,392.95,393.15,392.34,408.35,149.45,53589755,21025151735.35,406441,SBIN
2021-02-11,EQ,391.8,396.95,388.25,392.25,390.9,390.15,391.61,408.35,149.45,36392708,14251581159.75,263431,SBIN
2021-02-10,EQ,394.05,397.9,388.0,394.8,393.15,392.25,392.67,408.35,149.45,54163507,21268236419.55,395057,SBIN
2021-02-09,EQ,396.75,403.5,389.0,397.05,393.6,394.8,396.65,408.35,149.45,63869990,25334226190.8,473516,SBIN
2021-02-08,EQ,398.0,407.8,394.75,393.1,395.85,397.05,400.46,408.35,149.45,79389205,31791940012.35,577218,SBIN
2021-02-05,EQ,387.0,408.35,385.15,355.1,395.0,393.1,397.71,408.35,149.45,214955688,85490825741.15,1155236,SBIN
2021-02-04,EQ,334.4,358.0,331.1,335.95,357.95,355.1,343.11,358.0,149.45,145203439,49821324982.7,799597,SBIN
2021-02-03,EQ,333.75,339.9,325.8,333.1,335.75,335.95,334.1,339.9,149.45,66420168,22190882737.05,464739,SBIN
2021-02-02,EQ,315.0,337.4,315.0,310.7,331.4,333.1,325.89,337.4,149.45,121434166,39573855924.2,696797,SBIN
2021-02-01,EQ,285.1,313.9,282.75,282.1,313.0,310.7,300.59,331.9,149.45,103414068,31085667892.6,571788,SBIN
2021-01-29,EQ,285.6,290.65,279.1,282.35,281.75,282.1,283.48,331.9,149.45,42300984,11991282593.15,257824,SBIN
2021-01-28,EQ,271.9,283.35,269.5,275.65,282.9,282.35,277.04,331.9,149.45,48717297,13496676252.6,280797,SBIN
2021-01-27,EQ,280.2,284.85,272.7,280.95,275.0,275.65,278.67,331.9,149.45,39211107,10926769347.95,275743,SBIN
2021-01-25,EQ,284.5,288.0,277.05,283.7,281.0,280.95,283.38,331.9,149.45,34034630,9644829100.75,246225,SBIN
2021-01-22,EQ,295.5,298.0,282.4,294.85,284.4,283.7,289.3,331.9,149.45,44440810,12856679880.75,287829,SBIN
2021-01-21,EQ,304.0,305.15,291.5,302.55,296.8,294.85,300.2,331.9,149.45,29995203,9004513072.45,214429,SBIN
2021-01-20,EQ,298.8,304.7,296.85,298.6,302.2,302.55,301.07,331.9,149.45,33759304,10163981891.75,215324,SBIN
2021-01-19,EQ,297.65,302.5,296.4,294.45,298.4,298.6,299.11,331.9,149.45,35803901,10709241852.55,226098,SBIN
2021-01-18,EQ,303.5,308.65,292.2,303.85,292.45,294.45,299.23,331.9,149.45,54969750,16448326413.65,332808,SBIN
2021-01-15,EQ,306.8,310.9,301.3,307.25,303.95,303.85,306.2,335.45,149.45,35307601,10811333841.95,277615,SBIN
2021-01-14,EQ,306.7,309.25,303.8,306.8,307.7,307.25,307.16,335.45,149.45,40123498,12324150077.5,244731,SBIN
2021-01-13,EQ,296.0,308.0,294.5,292.5,305.95,306.8,301.17,335.45,149.45,78042133,23503978223.25,413038,SBIN
2021-01-12,EQ,280.0,293.85,277.9,282.5,293.2,292.5,286.89,335.45,149.45,44307145,12711419183.25,275857,SBIN
2021-01-11,EQ,288.0,288.2,279.6,286.0,282.8,282.5,282.5,335.45,149.45,29703173,8391026797.05,209864,SBIN
2021-01-08,EQ,290.1,291.4,285.2,287.7,285.9,286.0,288.25,337.95,149.45,32543357,9380501388.85,169736,SBIN
2021-01-07,EQ,289.0,291.8,287.0,285.05,288.0,287.7,289.15,337.95,149.45,30546600,8832501855.1,183684,SBIN
2021-01-06,EQ,283.0,289.15,281.4,281.75,283.9,285.05,285.76,337.95,149.45,40765708,11649073628.1,224327,SBIN
2021-01-05,EQ,278.05,282.45,277.0,281.05,281.4,281.75,279.69,337.95,149.45,27393072,7661574303.75,155149,SBIN
2021-01-04,EQ,281.85,283.9,277.75,279.4,281.1,281.05,281.41,337.95,149.45,31450608,8850464058.45,171760,SBIN
2021-01-01,EQ,274.9,280.0,274.4,274.95,279.05,279.4,278.33,339.85,149.45,24531791,6827968257.8,141601,SBIN
2020-12-31,EQ,275.0,277.25,272.6,276.9,274.4,274.95,275.29,339.85,149.45,29467966,8112160541.95,183603,SBIN
2020-12-30,EQ,278.0,278.7,272.5,277.9,275.5,276.9,275.47,339.85,149.45,30971894,8531681482.45,163939,SBIN
2020-12-29,EQ,276.3,279.9,274.7,275.2,277.75,277.9,277.56,339.85,149.45,45032526,12499251233.65,237470,SBIN
2020-12-28,EQ,268.75,276.0,268.0,266.85,275.75,275.2,272.23,339.85,149.45,36870242,10037366708.4,203967,SBIN
2020-12-24,EQ,265.0,268.85,264.65,263.0,266.85,266.85,267.02,339.85,149.45,28585509,7632821262.6,167695,SBIN
2020-12-23,EQ,256.95,263.9,255.6,257.45,263.0,263.0,261.14,339.85,149.45,29056404,7587914568.9,171296,SBIN
2020-12-22,EQ,254.8,258.7,248.25,254.7,257.15,257.45,254.2,339.85,149.45,51189571,13012282126.8,288750,SBIN
2020-12-21,EQ,268.45,269.0,251.05,271.45,254.1,254.7,260.31,339.85,149.45,55160758,14358884778.05,311254,SBIN
2020-12-18,EQ,267.7,271.95,265.0,267.7,271.35,271.45,268.3,339.85,149.45,29816205,7999717685.9,159604,SBIN
2020-12-17,EQ,270.0,272.15,266.7,269.4,267.35,267.7,269.19,339.85,149.45,25904699,6973309847.65,146174,SBIN
2020-12-16,EQ,272.8,273.65,268.5,270.65,269.35,269.4,270.58,339.85,149.45,24844177,6722276269.8,150489,SBIN
2020-12-15,EQ,274.05,274.05,268.15,274.2,270.55,270.65,270.4,339.85,149.45,34890948,9434599246.05,207937,SBIN
2020-12-14,EQ,274.0,276.15,272.35,272.45,274.25,274.2,274.69,339.85,149.45,31946501,8775317446.6,200577,SBIN
2020-12-11,EQ,270.05,276.25,270.05,269.55,272.5,272.45,273.03,339.85,149.45,50255223,13720952520.25,219426,SBIN
2020-12-10,EQ,269.0,271.0,265.55,270.35,270.0,269.55,267.91,339.85,149.45,38676657,10362014086.65,191259,SBIN
2020-12-09,EQ,272.1,274.9,269.2,271.9,270.25,270.35,271.89,339.85,149.45,48495641,13185424469.75,224768,SBIN
2020-12-08,EQ,270.95,273.7,265.25,269.6,270.75,271.9,269.92,339.85,149.45,65617502,17711550023.25,288470,SBIN
2020-12-07,EQ,263.8,271.45,263.0,263.5,269.5,269.6,267.33,339.85,149.45,76053084,20331616535.05,298030,SBIN
2020-12-04,EQ,257.0,264.35,253.55,256.3,264.05,263.5,259.18,344.6,149.45,79252024,20540875199.5,332166,SBIN
2020-12-03,EQ,249.3,259.0,248.0,246.95,256.4,256.3,255.15,344.6,149.45,79266442,20224723033.4,361390,SBIN
2020-12-02,EQ,248.35,250.85,244.1,248.05,246.55,246.95,247.75,344.6,149.45,56723083,14052937533.8,221604,SBIN
2020-12-01,EQ,245.0,248.95,244.25,244.25,247.65,248.05,246.58,344.6,149.45,37003272,9124277406.45,186048,SBIN
2020-11-27,EQ,245.45,246.25,242.05,245.45,244.2,244.25,243.85,351.0,149.45,54355703,13254883891.45,222385,SBIN
2020-11-26,EQ,244.0,246.25,240.15,243.0,245.75,245.45,243.28,351.0,149.45,64248318,15630054754.3,241631,SBIN
2020-11-25,EQ,245.45,249.9,241.6,243.85,243.0,243.0,246.09,351.0,149.45,74767232,18399328359.55,306740,SBIN
2020-11-24,EQ,240.5,245.0,239.5,238.7,244.4,243.85,241.91,351.0,149.45,47636611,11523891298.65,238186,SBIN
2020-11-23,EQ,243.5,246.15,238.1,242.75,238.6,238.7,240.76,351.0,149.45,57538324,13852948129.8,258879,SBIN
2020-11-20,EQ,241.5,245.4,233.95,239.75,242.0,242.75,239.89,351.0,149.45,84411129,20249412551.5,371175,SBIN
2020-11-19,EQ,248.0,251.8,239.0,252.0,239.5,239.75,245.83,351.0,149.45,82284278,20227602702.85,402167,SBIN
2020-11-18,EQ,239.4,253.0,237.9,240.2,252.6,252.0,246.44,351.0,149.45,104514060,25755962167.5,481980,SBIN
2020-11-17,EQ,231.85,241.6,231.0,229.65,241.35,240.2,237.24,351.0,149.45,80501583,19098108752.8,338168,SBIN
2020-11-14,EQ,232.0,232.9,227.75,229.45,228.05,229.65,230.98,351.0,149.45,7753219,1790815411.35,73521,SBIN
2020-11-13,EQ,225.0,230.65,220.1,226.8,230.6,229.45,225.16,351.0,149.45,70676525,15913507649.45,301034,SBIN
2020-11-12,EQ,233.2,233.35,225.65,234.2,227.05,226.8,229.08,351.0,149.45,58859905,13483904990.15,308734,SBIN
2020-11-11,EQ,232.75,239.35,227.75,231.7,234.5,234.2,234.23,351.0,149.45,107094861,25084920764.45,449281,SBIN
2020-11-10,EQ,223.1,235.0,223.0,219.5,232.0,231.7,229.3,351.0,149.45,135294550,31022815639.25,595627,SBIN
2020-11-09,EQ,222.5,222.65,217.05,219.2,219.6,219.5,219.29,351.0,149.45,60359458,13236456721.05,250337,SBIN
2020-11-06,EQ,219.0,221.85,217.05,218.65,218.1,219.2,219.15,351.0,149.45,73147085,16030127116.3,292489,SBIN
2020-11-05,EQ,216.0,221.0,214.75,207.0,218.5,218.65,218.33,351.0,149.45,138023646,30134264560.6,568119,SBIN
2020-11-04,EQ,203.5,209.0,198.05,204.75,205.5,207.0,204.28,351.0,149.45,117577856,24018836837.15,486009,SBIN
2020-11-03,EQ,198.0,205.8,197.6,196.05,204.35,204.75,202.38,351.0,149.45,69890201,14144561716.95,338507,SBIN
2020-11-02,EQ,192.2,197.25,190.05,189.25,196.0,196.05,194.16,351.0,149.45,52600119,10212607734.4,254510,SBIN
2020-10-30,EQ,189.35,192.0,186.15,188.7,189.9,189.25,189.11,351.0,149.45,41520135,7851736168.45,186311,SBIN
2020-10-29,EQ,189.35,190.7,185.9,190.45,189.3,188.7,188.17,351.0,149.45,44823105,8434161790.9,238791,SBIN
2020-10-28,EQ,195.0,195.0,189.05,194.65,190.5,190.45,191.54,351.0,149.45,46462213,8899258778.8,259437,SBIN
2020-10-27,EQ,197.25,197.55,192.25,196.7,194.45,194.65,194.96,351.0,149.45,37802664,7370107440.55,177545,SBIN
2020-10-26,EQ,202.7,204.0,195.6,202.8,197.0,196.7,199.33,351.0,149.45,45471498,9063790088.9,213023,SBIN
2020-10-23,EQ,204.0,205.6,201.55,203.3,202.45,202.8,203.2,351.0,149.45,32708098,6646185985.65,143175,SBIN
2020-10-22,EQ,201.9,204.6,201.1,203.75,203.6,203.3,203.1,351.0,149.45,33721761,6849008785.65,156779,SBIN
2020-10-21,EQ,204.7,207.3,198.85,203.05,204.0,203.75,204.08,351.0,149.45,54516482,11125916902.65,248104,SBIN
2020-10-20,EQ,201.0,204.35,200.7,204.0,202.95,203.05,202.74,351.0,149.45,39317197,7970974966.9,175146,SBIN
2020-10-19,EQ,196.2,204.6,196.05,195.95,204.0,204.0,201.65,351.0,149.45,60223657,12143970659.9,323960,SBIN
2020-10-16,EQ,194.0,196.75,191.6,192.85,195.7,195.95,194.69,351.0,149.45,36894938,7182953742.75,191841,SBIN
2020-10-15,EQ,201.0,202.5,192.0,200.05,192.8,192.85,197.72,351.0,149.45,49184944,9724679563.25,238796,SBIN
2020-10-14,EQ,194.05,200.9,193.05,195.7,199.1,200.05,196.49,351.0,149.45,40550062,7967741511.6,198041,SBIN
2020-10-13,EQ,198.65,200.0,195.1,198.7,195.5,195.7,197.22,351.0,149.45,34949604,6892864749.45,182813,SBIN
2020-10-12,EQ,199.7,205.95,197.25,198.3,199.0,198.7,201.34,351.0,149.45,69125880,13917638044.9,331018,SBIN
2020-10-09,EQ,192.0,198.8,190.55,191.5,198.55,198.3,195.31,351.0,149.45,64908374,12677573594.2,277207,SBIN
2020-10-08,EQ,191.35,195.8,190.55,190.7,191.6,191.5,193.41,351.0,149.45,43351954,8384655371.45,203970,SBIN
2020-10-07,EQ,192.55,193.15,189.1,191.6,190.95,190.7,190.96,351.0,149.45,34578821,6603011330.2,150721,SBIN
2020-10-06,EQ,191.1,192.1,188.3,188.75,191.7,191.6,190.22,351.0,149.45,31098807,5915542214.6,161429,SBIN
2020-10-05,EQ,192.0,193.8,187.05,190.3,189.45,188.75,190.39,351.0,149.45,41694812,7938296340.85,184563,SBIN
2020-10-01,EQ,187.0,191.2,186.9,185.4,190.2,190.3,189.71,351.0,149.45,43589041,8269381207.05,195571,SBIN
2020-09-30,EQ,185.05,186.8,182.4,185.05,185.2,185.4,184.91,351.0,149.45,37642302,6960340645.75,159069,SBIN
2020-09-29,EQ,188.5,188.95,183.25,187.25,185.3,185.05,185.23,351.0,149.45,35688939,6610753974.95,146100,SBIN
2020-09-28,EQ,184.0,188.15,183.35,182.2,187.45,187.25,186.34,351.0,149.45,41921659,7811518827.55,195148,SBIN
2020-09-25,EQ,179.0,182.75,176.15,176.35,182.25,182.2,179.71,351.0,149.45,46550618,8365426528.3,213017,SBIN
2020-09-24,EQ,181.1,181.8,175.5,183.8,176.45,176.35,178.59,351.0,149.45,46115352,8235929439.45,286558,SBIN
2020-09-23,EQ,188.15,188.95,181.0,186.2,184.15,183.8,184.03,351.0,149.45,44321881,8156548114.3,233546,SBIN
2020-09-22,EQ,186.15,188.3,181.15,185.8,187.0,186.2,185.25,351.0,149.45,51216440,9487855529.45,278193,SBIN
