DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2022-06-01,EQ,468.0,472.0,464.7,468.1,469.25,468.3,468.69,549.0,400.5,9424008,4416955450.55,119346,SBIN
2022-05-31,EQ,474.0,476.4,465.0,474.6,467.6,468.1,471.12,549.0,400.5,15441579,7274761527.75,149463,SBIN
2022-05-30,EQ,473.0,476.9,471.1,468.95,474.8,474.6,474.04,549.0,400.5,9365470,4439626587.15,151679,SBIN
2022-05-27,EQ,471.4,475.0,467.5,468.9,468.0,468.95,470.69,549.0,400.5,10977001,5166782867.5,160651,SBIN
2022-05-26,EQ,456.85,470.1,452.5,454.1,469.6,468.9,460.09,549.0,400.5,17055257,7846911655.75,208123,SBIN
2022-05-25,EQ,461.0,464.45,452.05,462.05,453.45,454.1,458.77,549.0,400.5,12728644,5839499480.45,154093,SBIN
2022-05-24,EQ,462.4,466.8,460.2,460.9,463.0,462.05,463.29,549.0,400.5,17175179,7957058574.6,139005,SBIN
2022-05-23,EQ,463.1,471.4,459.5,462.4,461.0,460.9,465.61,549.0,400.5,13499415,6285493530.75,170499,SBIN
2022-05-20,EQ,454.85,464.0,454.15,447.5,462.5,462.4,460.64,549.0,363.65,13596860,6263239735.25,151413,SBIN
2022-05-19,EQ,449.05,450.0,444.45,458.0,449.0,447.5,447.36,549.0,363.65,14201420,6353183667.3,223399,SBIN
2022-05-18,EQ,467.9,468.6,457.1,467.3,458.25,458.0,463.11,549.0,363.65,15644497,7245121118.3,205591,SBIN
2022-05-17,EQ,458.3,469.65,456.15,455.0,467.45,467.3,462.65,549.0,363.65,16880698,7809801121.7,206674,SBIN
2022-05-16,EQ,445.0,461.5,438.85,444.65,456.0,455.0,454.93,549.0,363.65,27940958,12711054077.2,283950,SBIN
2022-05-13,EQ,469.45,477.0,439.75,462.65,440.5,444.65,461.88,549.0,354.75,61403008,28360528047.6,595336,SBIN
2022-05-12,EQ,473.0,473.0,456.35,476.55,462.7,462.65,462.77,549.0,354.75,18947096,8768075747.5,314035,SBIN
2022-05-11,EQ,475.25,479.0,463.65,475.2,478.4,476.55,471.45,549.0,354.75,14771351,6963938211.0,241751,SBIN
2022-05-10,EQ,477.0,482.55,473.5,475.9,474.0,475.2,477.99,549.0,354.75,10884328,5202612034.7,183663,SBIN
2022-05-09,EQ,477.1,483.7,473.8,483.95,476.45,475.9,477.81,549.0,354.75,13544947,6471855072.45,170758,SBIN
2022-05-06,EQ,471.0,486.1,471.0,480.0,485.5,483.95,478.71,549.0,341.4,16710020,7999171104.8,216166,SBIN
2022-05-05,EQ,485.0,494.0,478.65,479.65,480.0,480.0,487.16,549.0,341.4,14130385,6883760406.35,185153,SBIN
2022-05-04,EQ,492.0,496.45,477.5,491.0,478.5,479.65,487.2,549.0,341.4,14645323,7135245642.5,221907,SBIN
2022-05-02,EQ,492.65,495.0,481.3,496.3,490.9,491.0,487.35,549.0,341.4,18590895,9060263031.45,232328,SBIN
2022-04-29,EQ,508.1,512.5,494.0,507.5,495.9,496.3,503.59,549.0,339.25,12894773,6493703529.65,143518,SBIN
2022-04-28,EQ,499.15,510.0,496.5,497.25,507.7,507.5,503.04,549.0,339.25,12154792,6114331932.3,134713,SBIN
2022-04-27,EQ,500.0,502.8,491.85,505.5,497.85,497.25,496.78,549.0,339.25,12367342,6143829183.05,142885,SBIN
2022-04-26,EQ,499.0,507.9,498.45,494.75,505.5,505.5,504.31,549.0,339.25,12137213,6120898078.0,158992,SBIN
2022-04-25,EQ,495.0,499.2,490.05,500.6,495.0,494.75,495.06,549.0,339.25,14057444,6959299074.05,186190,SBIN
2022-04-22,EQ,512.9,513.5,499.0,516.3,499.5,500.6,505.07,549.0,321.3,16760456,8465127370.95,208796,SBIN
2022-04-21,EQ,513.4,518.0,512.2,509.3,516.9,516.3,515.24,549.0,321.3,10035638,5170807462.7,108987,SBIN
2022-04-20,EQ,512.0,513.7,507.0,511.8,509.2,509.3,510.2,549.0,321.3,11881305,6061830257.65,153556,SBIN
2022-04-19,EQ,513.25,520.95,505.1,509.5,506.6,511.8,515.99,549.0,321.3,20362934,10507079159.65,240810,SBIN
2022-04-18,EQ,512.0,515.0,504.0,517.7,510.1,509.5,509.48,549.0,321.3,14492183,7383507123.1,206832,SBIN
2022-04-13,EQ,514.3,520.9,513.75,512.85,517.7,517.7,517.08,549.0,321.3,15440525,7983987949.4,150224,SBIN
2022-04-12,EQ,512.75,516.7,504.35,514.9,512.5,512.85,510.3,549.0,321.3,14460680,7379318523.1,179734,SBIN
2022-04-11,EQ,513.5,522.0,513.2,516.1,515.0,514.9,518.25,549.0,321.3,12370288,6410859873.85,181292,SBIN
2022-04-08,EQ,519.5,519.5,512.35,514.95,516.1,516.1,516.11,549.0,321.3,13572638,7004926248.3,142230,SBIN
2022-04-07,EQ,510.05,519.9,510.05,513.95,516.55,514.95,515.08,549.0,321.3,19620958,10106455922.15,193008,SBIN
2022-04-06,EQ,507.0,515.2,506.0,509.4,512.75,513.95,510.73,549.0,321.3,13738275,7016507642.0,156632,SBIN
2022-04-05,EQ,514.4,516.4,507.7,512.4,508.0,509.4,512.46,549.0,321.3,13602384,6970682174.05,152569,SBIN
2022-04-04,EQ,509.3,514.9,506.0,508.2,512.2,512.4,511.42,549.0,321.3,16257176,8314232026.45,198168,SBIN
2022-04-01,EQ,491.0,509.75,491.0,493.55,508.0,508.2,503.37,549.0,321.3,18527226,9326126941.05,197319,SBIN
2022-03-31,EQ,494.3,497.55,492.2,494.3,493.3,493.55,494.45,549.0,321.3,10240982,5063610021.25,124653,SBIN
2022-03-30,EQ,499.3,500.4,492.3,495.0,493.0,494.3,496.58,549.0,321.3,16461225,8174331159.8,196570,SBIN
2022-03-29,EQ,500.0,501.4,491.7,497.5,495.5,495.0,496.03,549.0,321.3,14301429,7093976888.55,149505,SBIN
2022-03-28,EQ,490.95,498.6,481.95,490.7,497.75,497.5,491.67,549.0,321.3,16738684,8229888608.85,201945,SBIN
2022-03-25,EQ,491.75,493.3,486.6,487.1,491.8,490.7,490.04,549.0,321.3,11541196,5655597136.55,145141,SBIN
2022-03-24,EQ,485.0,494.8,483.5,490.65,486.9,487.1,489.44,549.0,321.3,18174877,8895507386.05,191083,SBIN
2022-03-23,EQ,498.5,502.4,489.2,493.7,489.95,490.65,495.13,549.0,321.3,15800195,7823206413.75,168550,SBIN
2022-03-22,EQ,490.6,495.8,477.25,490.6,495.1,493.7,486.29,549.0,321.3,26157969,12720246447.95,264129,SBIN
2022-03-21,EQ,502.0,502.0,489.0,501.9,490.25,490.6,493.32,549.0,321.3,19064060,9404735444.25,224101,SBIN
2022-03-17,EQ,499.0,503.5,498.3,492.75,501.0,501.9,501.29,549.0,321.3,22947673,11503533276.5,221065,SBIN
2022-03-16,EQ,493.0,494.3,489.4,485.85,491.95,492.75,492.21,549.0,321.3,16211288,7979296625.65,172261,SBIN
2022-03-15,EQ,489.0,490.5,480.65,485.15,485.0,485.85,485.62,549.0,321.3,27204899,13211211846.75,300344,SBIN
2022-03-14,EQ,471.0,486.0,470.55,470.35,485.5,485.15,480.43,549.0,321.3,27750689,13332216131.55,275270,SBIN
2022-03-11,EQ,466.4,474.8,462.0,468.7,470.85,470.35,470.21,549.0,321.3,22091309,10387624187.45,219456,SBIN
2022-03-10,EQ,469.9,476.65,461.65,451.7,467.4,468.7,469.95,549.0,321.3,34553299,16238198015.45,328612,SBIN
2022-03-09,EQ,442.0,454.3,438.55,440.3,452.3,451.7,445.45,549.0,321.3,32331325,14402086959.4,347913,SBIN
2022-03-08,EQ,438.0,442.1,425.0,440.3,440.0,440.3,434.44,549.0,321.3,42510207,18468217945.75,431966,SBIN
2022-03-07,EQ,447.5,453.95,433.45,461.95,441.15,440.3,439.85,549.0,321.3,33720472,14832043226.3,474609,SBIN
2022-03-04,EQ,460.3,470.9,457.65,467.4,462.45,461.95,464.01,549.0,321.3,20684268,9597616194.8,271479,SBIN
2022-03-03,EQ,480.0,483.4,464.6,474.25,466.65,467.4,470.45,549.0,321.3,20358590,9577747166.6,255355,SBIN
2022-03-02,EQ,478.0,479.8,467.0,483.2,475.0,474.25,473.1,549.0,321.3,22003848,10409916776.85,319620,SBIN
2022-02-28,EQ,476.9,485.3,473.1,482.95,483.7,483.2,479.74,549.0,321.3,18069367,8668636657.3,240076,SBIN
2022-02-25,EQ,480.0,491.9,479.3,472.65,483.75,482.95,485.29,549.0,321.3,21792287,10575686869.05,245306,SBIN
2022-02-24,EQ,480.0,487.95,468.0,498.7,470.85,472.65,479.75,549.0,321.3,32356037,15522908575.3,430597,SBIN
2022-02-23,EQ,503.0,505.35,497.25,498.4,498.15,498.7,501.32,549.0,321.3,13899433,6968058858.15,174252,SBIN
2022-02-22,EQ,500.9,505.3,495.5,511.85,497.9,498.4,500.1,549.0,321.3,27108772,13557096740.05,285946,SBIN
2022-02-21,EQ,511.55,517.5,504.65,515.3,511.5,511.85,511.82,549.0,321.3,16866932,8632877138.25,186884,SBIN
2022-02-18,EQ,510.1,520.9,510.1,512.95,515.0,515.3,515.84,549.0,321.3,15111223,7794991046.45,167187,SBIN
2022-02-17,EQ,520.0,520.0,511.15,516.7,511.6,512.95,515.23,549.0,321.3,16408356,8454056421.8,183638,SBIN
2022-02-16,EQ,526.5,528.0,514.0,524.8,515.0,516.7,519.94,549.0,321.3,19773807,10281277420.45,223564,SBIN
2022-02-15,EQ,502.0,526.85,497.1,501.4,524.0,524.8,510.42,549.0,321.3,23842951,12170005170.25,270915,SBIN
2022-02-14,EQ,515.0,515.6,499.7,529.6,500.25,501.4,508.66,549.0,321.3,26153332,13303247218.75,364555,SBIN
2022-02-11,EQ,536.25,537.7,527.1,540.55,528.25,529.6,532.27,549.0,321.3,14607095,7774921814.25,177760,SBIN
2022-02-10,EQ,537.1,543.95,534.4,535.25,540.3,540.55,540.35,549.0,321.3,18659370,10082567002.45,228387,SBIN
2022-02-09,EQ,534.95,536.5,527.75,531.35,536.3,535.25,532.72,549.0,321.3,14856155,7914232904.95,191210,SBIN
2022-02-08,EQ,535.5,537.65,519.0,533.25,530.4,531.35,528.4,549.0,321.3,26567546,14038348935.45,305464,SBIN
2022-02-07,EQ,531.9,549.0,525.25,530.3,533.9,533.25,538.29,549.0,321.3,52289545,28146960844.85,564783,SBIN
2022-02-04,EQ,542.15,546.4,527.3,540.1,529.45,530.3,535.9,546.4,282.75,25332894,13575988476.0,325989,SBIN
2022-02-03,EQ,537.15,544.7,537.15,539.8,540.0,540.1,540.99,544.7,282.75,22717677,12290016550.35,323435,SBIN
2022-02-02,EQ,536.65,544.25,531.35,532.3,539.65,539.8,536.94,544.25,282.75,21661864,11631191094.5,222610,SBIN
2022-02-01,EQ,543.95,543.95,520.0,538.3,532.6,532.3,533.59,543.95,282.75,32245356,17205650890.2,330437,SBIN
2022-01-31,EQ,529.0,540.9,527.05,523.45,537.95,538.3,535.63,542.3,282.75,28674232,15358865480.55,315416,SBIN
2022-01-28,EQ,534.0,536.4,521.4,528.95,523.3,523.45,529.78,542.3,269.5,24715250,13093592191.65,310048,SBIN
2022-01-27,EQ,503.55,530.85,503.2,514.65,529.0,528.95,520.47,542.3,269.5,35409230,18429506726.9,391838,SBIN
2022-01-25,EQ,490.0,517.5,489.0,494.15,513.35,514.65,507.46,542.3,269.5,21791739,11058388452.7,290929,SBIN
2022-01-24,EQ,502.4,506.8,488.0,502.7,493.7,494.15,497.31,542.3,269.5,20233933,10062560914.35,255220,SBIN
2022-01-21,EQ,505.3,507.5,498.0,511.4,504.05,502.7,503.16,542.3,269.5,16947941,8527531247.25,215520,SBIN
2022-01-20,EQ,516.0,519.15,508.0,515.8,511.0,511.4,513.81,542.3,269.5,17724642,9107052842.4,193420,SBIN
2022-01-19,EQ,505.0,517.65,500.3,506.8,515.05,515.8,508.61,542.3,269.5,16079457,8178248303.4,190208,SBIN
2022-01-18,EQ,514.0,517.45,505.0,514.0,507.4,506.8,512.7,542.3,269.5,12592506,6456195519.55,144399,SBIN
2022-01-17,EQ,508.0,518.9,507.55,508.35,514.2,514.0,515.37,542.3,269.5,17422211,8978884449.1,230852,SBIN
2022-01-14,EQ,509.0,510.35,505.15,511.35,507.75,508.35,507.82,542.3,269.5,8724574,4430518916.8,151240,SBIN
2022-01-13,EQ,510.0,512.85,507.0,510.25,511.5,511.35,510.36,542.3,269.5,10450974,5333762558.5,160127,SBIN
2022-01-12,EQ,509.9,513.5,508.5,505.95,509.95,510.25,511.05,542.3,269.5,14489616,7404903048.5,178769,SBIN
2022-01-11,EQ,503.0,507.8,499.25,503.65,505.75,505.95,504.2,542.3,269.5,16107950,8121696006.4,214059,SBIN
2022-01-10,EQ,493.35,504.95,492.5,491.25,504.75,503.65,499.62,542.3,269.5,15832274,7910180279.85,178755,SBIN
2022-01-07,EQ,493.45,501.95,489.45,491.7,491.25,491.25,495.38,542.3,269.5,22746330,11268085856.65,254165,SBIN
2022-01-06,EQ,487.7,494.4,485.4,492.4,491.35,491.7,490.44,542.3,269.5,18190843,8921514100.8,195393,SBIN
2022-01-05,EQ,481.9,495.0,479.15,483.5,491.7,492.4,489.5,542.3,269.5,24694169,12087915535.95,240463,SBIN
2022-01-04,EQ,472.5,484.7,471.05,470.8,483.75,483.5,479.89,542.3,269.5,23296671,11179852628.4,246431,SBIN
2022-01-03,EQ,462.0,472.0,460.1,460.45,471.5,470.8,467.17,542.3,269.5,13124509,6131388321.75,168001,SBIN
2021-12-31,EQ,454.25,461.4,453.1,451.7,460.2,460.45,459.07,542.3,268.0,10005842,4593371921.95,128788,SBIN
2021-12-30,EQ,452.75,454.9,448.5,454.4,453.05,451.7,451.71,542.3,268.0,28879190,13045096929.05,198099,SBIN
2021-12-29,EQ,461.0,462.15,451.4,461.2,453.2,454.4,457.66,542.3,268.0,11757303,5380869113.55,148597,SBIN
2021-12-28,EQ,461.2,462.9,459.05,458.05,460.55,461.2,461.1,542.3,268.0,8832210,4072492143.05,111561,SBIN
2021-12-27,EQ,453.7,460.5,450.55,456.95,459.4,458.05,456.62,542.3,268.0,8856482,4044023092.9,133445,SBIN
2021-12-24,EQ,462.6,463.6,452.2,461.8,457.25,456.95,456.35,542.3,248.25,13221159,6033444238.0,139530,SBIN
2021-12-23,EQ,461.0,465.0,457.75,455.85,460.7,461.8,461.46,542.3,248.25,14471377,6678004894.25,196406,SBIN
2021-12-22,EQ,450.0,457.3,449.0,446.0,456.15,455.85,453.67,542.3,248.25,13102553,5944255120.25,170711,SBIN
2021-12-21,EQ,457.05,458.25,444.5,449.2,447.3,446.0,452.06,542.3,248.25,16617447,7512089959.0,276029,SBIN
2021-12-20,EQ,459.0,464.0,443.0,467.8,450.9,449.2,449.66,542.3,248.25,22336114,10043653287.2,401072,SBIN
2021-12-17,EQ,480.05,481.4,466.5,481.15,468.3,467.8,471.1,542.3,248.25,12648603,5958794559.65,182619,SBIN
2021-12-16,EQ,488.35,490.55,478.25,484.8,482.0,481.15,482.82,542.3,248.25,11107781,5363030502.9,138481,SBIN
2021-12-15,EQ,490.0,491.0,483.5,488.55,484.35,484.8,487.35,542.3,248.25,8639835,4210628131.15,127451,SBIN
2021-12-14,EQ,486.0,490.35,481.8,487.8,488.25,488.55,486.65,542.3,248.25,11642447,5665850327.65,152297,SBIN
2021-12-13,EQ,497.75,500.45,486.35,494.7,488.5,487.8,493.46,542.3,248.25,14047645,6931947610.0,207621,SBIN
2021-12-10,EQ,488.5,495.95,484.4,488.65,494.8,494.7,489.64,542.3,248.25,13261408,6493375283.0,148459,SBIN
2021-12-09,EQ,492.3,493.5,486.1,491.55,487.8,488.65,489.02,542.3,248.25,12560970,6142560356.1,159836,SBIN
2021-12-08,EQ,480.9,492.4,480.25,476.7,490.6,491.55,487.45,542.3,248.25,20397660,9942865186.3,237922,SBIN
2021-12-07,EQ,469.2,479.7,469.2,465.3,476.85,476.7,475.06,542.3,248.25,13644942,6482189411.35,179255,SBIN
2021-12-06,EQ,473.15,477.0,463.8,473.15,464.95,465.3,470.81,542.3,248.25,14353300,6757642219.95,187905,SBIN
2021-12-03,EQ,475.75,481.5,470.05,477.0,471.95,473.15,475.9,542.3,244.1,16653993,7925628412.65,198060,SBIN
2021-12-02,EQ,474.5,478.15,470.95,475.3,477.6,477.0,474.72,542.3,244.1,12962679,6153583482.7,189218,SBIN
2021-12-01,EQ,464.45,477.25,464.0,460.55,475.9,475.3,470.57,542.3,244.1,17156956,8073474431.45,192988,SBIN
2021-11-30,EQ,468.0,477.25,458.0,465.1,459.1,460.55,467.26,542.3,244.1,23026652,10759512051.1,283930,SBIN
2021-11-29,EQ,470.0,477.75,454.3,470.5,466.2,465.1,467.79,542.3,244.1,22407465,10481942195.9,310952,SBIN
2021-11-26,EQ,486.25,487.9,467.1,490.55,470.0,470.5,475.02,542.3,238.1,26305817,12495659021.25,379366,SBIN
2021-11-25,EQ,490.0,495.45,486.3,493.15,492.0,490.55,491.77,542.3,238.1,12894211,6340926155.95,160207,SBIN
2021-11-24,EQ,495.8,500.0,489.05,493.05,490.0,493.15,496.27,542.3,238.1,13963769,6929791180.6,194560,SBIN
2021-11-23,EQ,485.25,495.4,480.0,486.4,492.8,493.05,490.18,542.3,238.1,20000371,9803758522.3,232054,SBIN
2021-11-22,EQ,506.0,506.0,477.5,503.8,487.0,486.4,489.05,542.3,238.1,28800269,14084766587.35,383770,SBIN
2021-11-18,EQ,499.1,506.2,492.3,498.15,503.35,503.8,500.73,542.3,231.0,22471070,11251912236.4,276780,SBIN
2021-11-17,EQ,493.85,505.4,491.0,495.1,497.6,498.15,500.32,542.3,231.0,20488483,10250837191.3,275972,SBIN
2021-11-16,EQ,507.4,507.4,493.5,506.55,494.25,495.1,499.96,542.3,231.0,19553216,9775879787.0,292914,SBIN
2021-11-15,EQ,512.4,515.9,505.5,511.35,507.4,506.55,509.14,542.3,231.0,13328183,6785900980.1,186098,SBIN
2021-11-12,EQ,512.0,513.0,502.7,509.6,510.95,511.35,509.0,542.3,217.05,19836221,10096685240.65,259734,SBIN
2021-11-11,EQ,522.85,522.85,507.1,524.4,509.9,509.6,513.93,542.3,217.05,23086898,11864947886.35,404691,SBIN
2021-11-10,EQ,525.55,528.5,521.5,529.15,523.7,524.4,524.92,542.3,217.05,15805538,8296660439.05,233636,SBIN
2021-11-09,EQ,526.25,532.0,522.2,523.25,529.0,529.15,528.31,542.3,217.05,25451967,13446603285.85,263483,SBIN
2021-11-08,EQ,534.45,534.45,516.45,530.45,523.6,523.25,524.29,542.3,217.05,36802110,19294923063.55,434185,SBIN
2021-11-04,EQ,531.5,535.9,528.05,527.65,530.8,530.45,532.2,542.3,190.05,9796046,5213460589.8,154034,SBIN
2021-11-03,EQ,524.0,542.3,515.2,521.7,530.9,527.65,529.74,542.3,190.05,80775924,42789906386.3,664904,SBIN
2021-11-02,EQ,514.8,525.0,512.05,515.7,522.0,521.7,519.23,526.85,190.05,26797820,13914285754.45,292700,SBIN
2021-11-01,EQ,508.5,516.95,501.0,502.15,515.3,515.7,509.46,526.85,190.05,20679604,10535440179.85,232409,SBIN
2021-10-29,EQ,501.5,512.65,488.4,501.35,504.0,502.15,502.7,526.85,185.9,31355893,15762555971.95,374125,SBIN
2021-10-28,EQ,519.6,520.55,497.6,519.15,503.7,501.35,508.7,526.85,185.9,28140401,14314957500.35,260970,SBIN
2021-10-27,EQ,513.7,526.85,512.75,512.55,518.0,519.15,521.13,526.85,185.9,29463032,15353990567.3,301253,SBIN
2021-10-26,EQ,507.6,518.2,507.6,506.5,512.75,512.55,513.42,518.2,185.9,21107457,10837079011.1,233424,SBIN
2021-10-25,EQ,506.5,515.45,497.85,502.95,507.1,506.5,508.7,515.45,185.9,35619415,18119425930.15,383621,SBIN
2021-10-22,EQ,504.6,508.7,500.0,502.95,502.5,502.95,504.16,508.7,185.9,24080485,12140356949.25,226890,SBIN
2021-10-21,EQ,504.9,506.5,491.75,499.9,504.45,502.95,500.34,507.5,185.9,20808243,10411257991.5,237992,SBIN
2021-10-20,EQ,488.8,507.5,483.1,488.2,501.2,499.9,499.79,507.5,185.9,34080545,17033273637.45,330756,SBIN
2021-10-19,EQ,500.35,504.2,483.25,497.95,488.7,488.2,496.47,504.2,185.9,20645100,10249603940.75,222035,SBIN
2021-10-18,EQ,494.0,501.0,491.7,490.6,496.95,497.95,496.52,501.0,185.9,20084248,9972248131.0,242361,SBIN
2021-10-14,EQ,482.0,493.9,482.0,481.7,489.0,490.6,489.36,493.9,185.9,23431826,11466700420.4,285093,SBIN
2021-10-13,EQ,486.15,486.15,478.0,483.0,480.3,481.7,482.03,486.15,185.9,17638983,8502569064.6,193982,SBIN
2021-10-12,EQ,470.0,484.4,468.1,469.25,483.0,483.0,477.21,484.4,185.9,33763609,16112473783.15,358816,SBIN
2021-10-11,EQ,460.0,474.95,458.65,458.0,470.0,469.25,467.63,474.95,185.9,20686981,9673941458.6,216624,SBIN
2021-10-08,EQ,461.9,464.0,454.25,457.9,460.05,458.0,458.23,471.9,185.9,16521128,7570506024.8,203056,SBIN
2021-10-07,EQ,462.1,464.0,457.1,457.2,458.8,457.9,460.4,471.9,185.9,9984651,4596945034.65,125318,SBIN
2021-10-06,EQ,465.0,471.0,453.65,464.7,456.85,457.2,462.34,471.9,185.9,19056690,8810609278.2,212608,SBIN
2021-10-05,EQ,462.0,469.0,458.7,463.15,463.7,464.7,462.56,471.9,185.9,16487568,7626535668.6,173621,SBIN
2021-10-04,EQ,453.8,464.4,451.6,451.65,462.5,463.15,459.53,471.9,185.9,16246765,7465819749.15,165717,SBIN
2021-10-01,EQ,448.5,455.55,443.8,453.0,452.0,451.65,451.04,471.9,182.4,14777309,6665106556.2,155872,SBIN
2021-09-30,EQ,459.95,464.9,451.4,460.0,453.0,453.0,456.78,471.9,182.4,26530369,12118427234.5,263399,SBIN
2021-09-29,EQ,441.85,462.3,439.1,444.9,459.7,460.0,455.43,471.9,182.4,38635938,17595781811.2,276232,SBIN
2021-09-28,EQ,449.2,455.8,439.6,446.6,444.65,444.9,448.31,471.9,182.4,19241170,8626038318.15,199169,SBIN
2021-09-27,EQ,444.9,450.55,442.25,440.75,446.0,446.6,447.06,471.9,182.4,11746892,5251571390.7,153034,SBIN
2021-09-24,EQ,451.1,451.9,440.0,449.8,440.65,440.75,443.93,471.9,175.5,10731274,4763973709.0,131592,SBIN
2021-09-23,EQ,442.4,451.15,442.05,438.85,450.0,449.8,448.38,471.9,175.5,20516770,9199216292.7,205927,SBIN
2021-09-22,EQ,438.9,442.8,436.1,438.8,439.9,438.85,439.41,471.9,175.5,14321143,6292868435.2,163766,SBIN
2021-09-21,EQ,440.15,441.35,432.65,437.45,439.55,438.8,436.88,471.9,175.5,17279588,7549077506.2,187042,SBIN
2021-09-20,EQ,449.4,453.5,435.65,454.1,436.9,437.45,444.85,471.9,175.5,18376916,8174909143.45,224634,SBIN
2021-09-17,EQ,468.0,471.9,450.35,463.7,453.25,454.1,459.32,471.9,175.5,41529478,19075457112.55,365811,SBIN
2021-09-16,EQ,444.85,466.1,442.75,443.85,465.0,463.7,455.79,467.45,175.5,42637448,19433511482.4,389525,SBIN
2021-09-15,EQ,433.0,445.0,431.45,433.0,444.2,443.85,439.44,467.45,175.5,22181568,9747550178.0,227051,SBIN
2021-09-14,EQ,435.0,436.75,432.25,432.85,432.95,433.0,434.37,467.45,175.5,9981562,4335668388.45,119218,SBIN
2021-09-13,EQ,430.1,433.8,428.8,432.3,432.95,432.85,431.52,467.45,175.5,9567921,4128785656.45,124293,SBIN
2021-09-09,EQ,430.25,433.8,430.0,431.35,432.2,432.3,431.98,467.45,175.5,9662128,4173807712.9,107886,SBIN
2021-09-08,EQ,429.0,435.4,427.35,429.1,431.7,431.35,432.35,467.45,175.5,22817464,9865128259.55,306026,SBIN
2021-09-07,EQ,431.05,431.7,425.1,431.05,428.0,429.1,428.45,467.45,175.5,14928735,6396236608.45,144265,SBIN
2021-09-06,EQ,432.0,433.85,430.05,431.4,431.0,431.05,431.6,467.45,175.5,10694099,4615618626.15,131557,SBIN
2021-09-03,EQ,431.25,434.3,428.2,429.75,430.65,431.4,431.22,467.45,175.5,14233624,6137809348.35,157635,SBIN
2021-09-02,EQ,431.4,433.5,427.75,429.9,429.6,429.75,430.31,467.45,175.5,14372717,6184755122.85,182837,SBIN
2021-09-01,EQ,427.5,432.55,425.15,426.05,428.65,429.9,429.49,467.45,175.5,18776721,8064412306.75,196144,SBIN
2021-08-31,EQ,423.85,427.0,418.7,422.7,425.6,426.05,423.86,467.45,175.5,26262421,11131712737.0,189725,SBIN
2021-08-30,EQ,414.4,423.3,413.5,412.45,422.9,422.7,419.59,467.45,175.5,20308691,8521312628.15,161311,SBIN
2021-08-27,EQ,410.35,414.35,407.5,410.75,411.5,412.45,411.43,467.45,175.5,15090541,6208696599.75,162131,SBIN
2021-08-26,EQ,414.5,415.8,410.0,416.25,410.35,410.75,412.61,467.45,175.5,15897679,6559473493.75,153279,SBIN
2021-08-25,EQ,419.0,421.3,414.3,417.6,416.15,416.25,417.37,467.45,175.5,16410980,6849511307.15,170349,SBIN
2021-08-24,EQ,409.5,418.75,408.2,409.5,417.05,417.6,415.09,467.45,175.5,19012313,7891906524.2,233092,SBIN
2021-08-23,EQ,411.1,413.0,401.25,406.7,408.6,409.5,408.45,467.45,175.5,26559937,10848384261.85,229422,SBIN
2021-08-20,EQ,415.0,417.35,405.15,419.7,406.0,406.7,411.06,467.45,175.5,25541790,10499262407.3,286336,SBIN
2021-08-18,EQ,422.15,424.35,418.0,421.5,418.9,419.7,421.3,467.45,175.5,17668574,7443717914.2,265793,SBIN
2021-08-17,EQ,424.85,425.85,415.25,424.85,420.95,421.5,420.55,467.45,175.5,22957877,9655008395.45,258740,SBIN
2021-08-16,EQ,430.0,434.0,424.0,431.2,424.2,424.85,427.58,467.45,175.5,17608693,7529192703.9,191627,SBIN
2021-08-13,EQ,427.6,432.25,425.0,427.15,430.75,431.2,428.35,467.45,175.5,20908992,8956348219.45,212003,SBIN
2021-08-12,EQ,430.0,430.45,425.0,428.05,427.6,427.15,427.18,467.45,175.5,16847144,7196700786.55,172042,SBIN
2021-08-11,EQ,429.8,432.9,423.15,426.45,428.3,428.05,427.76,467.45,175.5,23827946,10192567476.45,224842,SBIN
2021-08-10,EQ,434.4,436.4,421.7,433.4,426.25,426.45,428.74,467.45,175.5,27794251,11916512355.6,281618,SBIN
2021-08-09,EQ,437.9,441.8,431.0,435.65,433.9,433.4,436.36,467.45,175.5,22196404,9685602143.75,205816,SBIN
2021-08-06,EQ,443.7,447.0,434.0,441.85,437.2,435.65,439.14,467.45,175.5,38236066,16790995585.1,310897,SBIN
2021-08-05,EQ,461.0,462.5,438.4,456.95,441.95,441.85,447.34,467.45,175.5,58595639,26212260206.4,468281,SBIN
2021-08-04,EQ,448.65,467.45,441.5,446.5,456.15,456.95,455.02,467.45,175.5,129761158,59044184532.2,897920,SBIN
2021-08-03,EQ,434.95,447.9,433.6,434.9,446.0,446.5,441.77,447.9,175.5,40922962,18078552075.5,334983,SBIN
2021-08-02,EQ,434.75,436.7,431.8,431.8,434.35,434.9,434.63,444.4,175.5,16926025,7356522531.0,175314,SBIN
2021-07-30,EQ,441.5,444.4,430.7,441.55,432.2,431.8,434.61,444.4,175.5,35196813,15296757751.15,285719,SBIN
2021-07-29,EQ,426.0,443.6,425.5,425.5,443.1,441.55,435.48,443.6,175.5,35263606,15356644658.2,332592,SBIN
2021-07-28,EQ,430.0,430.5,421.05,429.95,424.8,425.5,424.98,441.95,175.5,17636515,7495132310.75,188398,SBIN
